Idx	Group	Index	Name	Color	Unk1	Unk2	Unk3	iInfoLine_1	Unk4	iInfoLine_2	Unk5	iInfoLine_3	Unk6	iInfoLine_4	Unk7	iInfoLine_5	Unk8	iInfoLine_6	Unk9	iInfoLine_7	Unk10	iInfoLine_8	Unk11	iInfoLine_9	Unk12	iInfoLine_10	Unk13	iInfoLine_11	Unk14	iInfoLine_12	Unk15	iInfoLine_13	Unk16	iInfoLine_14	Unk17	iInfoLine_15	Unk18
3167	14	453	Switch Scroll	273	1	1	-1	1098	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3168	14	454	[Speed] Earring Box (Left)	273	1	1	-1	1097	0	549	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3169	14	455	Small Gift Box	273	1	1	-1	1099	0	549	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3170	14	456	Plain Gift Box	273	1	1	-1	1099	0	549	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3171	14	457	Luxuary Gift Box	273	1	1	-1	1099	0	549	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3172	14	458	Ancestral Frame	3	256	0	-1	1112	0	608	0	1113	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3173	14	459	Monster Soul	259	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3174	14	460	[Level 1] Monster Soul Converter	260	256	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3175	14	461	[Level 2] Monster Soul Converter	260	256	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3176	14	462	[Level 3] Monster Soul Converter	260	256	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3177	14	463	[Level 4] Monster Soul Converter	260	256	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3178	14	464	[Level 5] Monster Soul Converter	260	256	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3179	14	465	Guardian Capsule	259	0	0	-1	1119	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3180	14	466	Sculpture	259	0	0	-1	1120	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3181	14	467	Guardian Enhanced Stone	259	0	0	-1	1121	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3182	14	468	Elite Guardian Enhanced	259	0	0	-1	1122	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3183	14	469	Guardian Elite Option Change Pieces	259	0	0	-1	1123	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3184	14	470	Guardian Elite Options Change Seat	259	0	0	-1	1124	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3185	14	471	Sealed Armor Sculpture	259	0	0	-1	1125	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3186	14	472	Scratched Bloodangel Helmet	259	0	0	-1	1126	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3187	14	473	Scratched Bloodangel Armor	259	0	0	-1	1127	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3188	14	474	Scratched Bloodangel Pants	259	0	0	-1	1128	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3189	14	475	Scratched Bloodangel Gloves	259	0	0	-1	1129	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3190	14	476	Scratched Bloodangel Boots	259	0	0	-1	1130	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3191	14	477	Seal of Ghost Horses	259	0	0	-1	1131	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3192	14	478	Morse's Treasure Chest	260	0	0	-1	1114	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3193	14	479	Morse's Treasure Winning Ticket	260	0	0	-1	1115	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3194	14	480	[Lvl 1] Soul Converter Box	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3195	14	481	[Lvl 2] Soul Converter Box	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3196	14	482	[Lvl 3] Soul Converter Box	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3197	14	483	[Lvl 4] Soul Converter Box	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3198	14	484	[Lvl 5] Soul Converter Box	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3199	14	485	Ruud Box (500)	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3200	14	486	Ruud Box (1500)	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3201	14	489	Ruud Box (400)	259	0	0	-1	580	0	549	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3202	14	490	[TEST] Mastery Armor Box	273	1	1	-1	1004	0	1005	13	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3203	14	491	[TEST] Mastery Weapon Box	273	1	1	-1	758	0	1005	13	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3204	14	492	Shining Guardian Capsule	259	0	0	-1	1132	255	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3205	14	493	Term Wing Box	260	0	0	-1	1137	0	1005	13	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3206	14	494	Ancestral Spirit	3	256	0	-1	1144	0	608	0	1145	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3207	14	495	Blue Eye Anvil	3	256	0	-1	1146	0	608	0	1147	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3208	14	496	30 Day Mastery Weapon Box	273	1	1	-1	758	0	1005	13	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3209	14	497	Honorable Framework	3	256	0	-1	1161	0	608	0	1162	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3210	14	498	Ice Dragon Seal	259	0	0	-1	1163	255	1164	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3211	14	499	Offensive Knight Conversion Order	3	0	0	-1	1167	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3212	14	500	Defensive Knight Transformation Order	3	0	0	-1	1168	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3213	14	501	Manticore Soul	3	256	0	-1	1202	0	608	0	1203	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3214	14	502	Silver Heart Anvil	3	256	0	-1	1204	0	608	0	1205	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3215	14	503	Maple Play Box	256	0	1	-1	205	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3216	14	504	Maple Leaf	256	0	1	-1	1209	1	239	8	480	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3217	14	505	Luminous Errtel Capsule (Fire)	259	0	0	-1	549	0	1210	257	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3218	14	506	Luminous Errtel Capsule (Water)	259	0	0	-1	549	0	1211	257	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3219	14	507	Luminous Errtel Capsule (Ground)	259	0	0	-1	549	0	1212	257	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3220	14	508	Luminous Errtel Capsule (Wind)	259	0	0	-1	549	0	1213	257	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3221	14	509	Luminous Errtel Capsule (Darkness)	259	0	0	-1	549	0	1214	257	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3222	14	510	Pierce Lion's Seal	259	0	0	-1	1234	255	1235	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3223	15	0	Scroll of Poison	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3224	15	1	Scroll of Meteorite	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3225	15	2	Scroll of Lighting	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3226	15	3	Scroll of Fire Ball	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3227	15	4	Scroll of Flame	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3228	15	5	Scroll of Teleport	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3229	15	6	Scroll of Ice	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3230	15	7	Scroll of Twister	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3231	15	8	Scroll of Evil Spirit	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3232	15	9	Scroll of Hellfire	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3233	15	10	Scroll of Power Wave	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3234	15	11	Scroll of Aqua Beam	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3235	15	12	Scroll of Blast	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3236	15	13	Scroll of Inferno	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3237	15	14	Scroll of Teleport Ally	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3238	15	15	Scroll of Soul Barrier 	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3239	15	16	Scroll of Decay	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3240	15	17	Scroll of Ice Storm	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3241	15	18	Scroll of Nova	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3242	15	19	Chain Lightning Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3243	15	20	Drain Life Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3244	15	21	Lightning Shock Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3245	15	22	Damage Reflection Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3246	15	23	Berserker Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3247	15	24	Sleep Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3248	15	26	Weakness Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3249	15	27	Innovation Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3250	15	28	Scroll of Wizardry Enhance	256	0	1	-1	9	0	10	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3251	15	29	Scroll of Gigantic Storm	256	0	1	-1	9	0	10	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3252	15	30	Chain Drive Parchment	256	0	1	-1	9	0	10	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3253	15	31	Dark Side Parchment	256	0	1	-1	9	0	10	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3254	15	32	Dragon Roar Parchment	256	0	1	-1	9	0	10	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3255	15	33	Dragon Slasher Parchment	256	0	1	-1	9	0	10	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3256	15	34	Ignore Defense Parchment	256	0	1	-1	9	0	10	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3257	15	35	Increase Health Parchment	256	0	1	-1	9	0	10	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3258	15	36	Defense Success Rate	256	0	1	-1	9	0	10	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3259	15	37	Magic Arrow Act	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3260	15	38	Plasma Ball Act	256	0	1	-1	285	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3261	15	39	Lightning Storm Act	256	0	1	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3262	15	40	Burst Act	256	0	1	-1	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3263	15	41	Haste Act	256	0	1	-1	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3264	15	42	Explosion Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3265	15	43	Requiem Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3266	15	44	Perlution Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3267	15	45	Desideside Parchment	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3268	15	46	Darkness Parchment	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3269	15	47	Shining Bird Law Book	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3270	15	48	Dragon Violent Law Book	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3271	15	49	Spear Storm Law Book	256	0	1	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3272	15	50	Reflection Barrier Book	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3273	15	51	Marvel Burst Law Book	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3274	15	52	Unleash Marvel's Book	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3275	15	53	Ultimate Force Law Book	256	0	1	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3276	15	54	Beginner's Treatment Bead	256	0	1	-1	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3277	15	55	Beginner Defense Enhancement Bead	256	0	1	-1	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3278	15	56	Beginner Attack Power Enhancement Bead	256	0	1	-1	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3279	15	57	Beginner Recovery Bead	256	0	1	-1	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3280	15	58	Beginner Bless Bead	256	0	1	-1	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3281	15	59	Fixed Fire Bead	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3282	16	0	Pinocchio	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3283	16	1	Pinocchio (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3284	16	2	Geppetto	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3285	16	3	Geppetto (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3286	16	4	Blue Fairy	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	519	3	555	4	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3287	16	5	Blue Fairy (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	519	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3288	16	6	Papa Bear	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3289	16	7	Papa Bear (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3290	16	8	Baby Bear	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3291	16	9	Baby Bear (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3292	16	10	Mama Bear	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	519	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3293	16	11	Mama Bear (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	519	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3294	16	12	Woody	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3295	16	13	Woody (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3296	16	14	Treasure Chest	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	555	4	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3297	16	15	Treasure Chest (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3298	16	16	Treasure Hunter	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	519	3	555	4	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3299	16	17	Treasure Hunter (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	519	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3300	16	18	Tree Elf	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3301	16	19	Tree Elf (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	735	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3302	16	20	Grass Fairy	256	0	0	-1	465	1	466	260	467	0	477	0	471	1	517	3	555	4	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
3303	16	21	Grass Fairy (Evolved)	256	0	0	-1	465	1	475	4	467	0	477	0	471	1	517	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
